"Product/Service Name","Variant Name","Quantity on hand","Item type","Single,parent or variant?","Category","SKU","Taxable","Option 1 name","Option 1 value","Option 2 name","Option 2 value","Option 3 name","Option 3 value","Option 4 name","Option 4 value","Option 5 name","Option 5 value","Price","Cost","Income Account","Expense Account","Inventory asset account","Sales Description","Purchase Description","Reorder Point"
"SW LIMIT DPDT 3742734","SW LIMIT DPDT 3742734",0,"Non-Inventory","Single",,"3742734","No","","","","","","","","","","",,,"Services","Purchases","","Upper Canopy Limit","Upper Canopy Limit",
"Safety Hinge Pin, 18-8 Stainless Steel Domed Head","Safety Hinge Pin, 18-8 Stainless Steel Domed Head",0,"Non-Inventory","Single","Safety Hinge Pin","new","No","","","","","","","","","","",0.45,,"Clearly Better Business Checking (7248) - 1","","","Solid Rivet 
3/16” D X 2"" L
Customer Item # M14524",,
"Sanding Belt 2""","Sanding Belt 2""",0,"Non-Inventory","Single","ABRASIVE","F4S000303","No","","","","","","","","","","",6.25,,"Sales of Product Income","","","50.8mm x 641mm 80 Grit 747D",,
"Sanding Belt 2”","Sanding Belt 2”",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",6.25,,"Services","","","2"" X 25-7/32"" 80 GRIT 747D",,
"Sanitary Fitting Clamp 1½","Sanitary Fitting Clamp 1½",0,"Non-Inventory","Single","Sanitary Clamp","F4S000400","No","","","","","","","","","","",5.99,,"Clearly Better Business Checking (7248) - 1","","","Heavy Duty, Clamp SS304
Customer item: M324",,
"Sanitary Fitting Clamp 2 inch","Sanitary Fitting Clamp 2 inch",0,"Non-Inventory","Single","Sanitary Clamp",,"No","","","","","","","","","","",7.49,,"Services","","","Heavy Duty, Clamp SS304
Customer: M903",,
"Sanitary Fitting Clamp 2½ inch","Sanitary Fitting Clamp 2½ inch",0,"Non-Inventory","Single","Sanitary Clamp",,"No","","","","","","","","","","",7.49,,"Services","","","Heavy Duty, Clamp SS304
Customer item: M8511",,
"Sanitary Fitting Clamp 3 inch","Sanitary Fitting Clamp 3 inch",0,"Non-Inventory","Single","Sanitary Clamp",,"No","","","","","","","","","","",10.49,,"Services","","","Heavy Duty, Clamp SS304
Customer item: M6028",,
"Sanitary Fitting Clamp 4 inch","Sanitary Fitting Clamp 4 inch",0,"Non-Inventory","Single","Sanitary Clamp",,"No","","","","","","","","","","",11.99,,"Services","","","Heavy Duty, Clamp SS304
Customer item: M333",,
"Sanitary Fitting Clamp ¾ inch","Sanitary Fitting Clamp ¾ inch",0,"Non-Inventory","Single","Sanitary Clamp","F4S000401","No","","","","","","","","","","",3.49,,"Clearly Better Business Checking (7248) - 1","","","Heavy Duty, Clamp SS304
Customer item: M343",,
"Schneider Electric 9001 Series H","Schneider Electric 9001 Series H",0,"Non-Inventory","Single",,"9001 Series H","No","","","","","","","","","","",,,"Services","Purchases","","KM1 Push Button Pilot Light Switch, Red, 110-120V","KM1 Push Button Pilot Light Switch, Red, 110-120V",
"Screw-In Mount Plastic Speed Bump","Screw-In Mount Plastic Speed Bump",0,"Non-Inventory","Single",,"57955T11","No","","","","","","","","","","",,,"Services","Purchases","","Material: Plastic
Length: 6 ft.
Width: 10 inch
Height: 2 inch
Color: Yellow","Material: Plastic
Length: 6 ft.
Width: 10 inch
Height: 2 inch
Color: Yellow",
"Seal Gasket - BLUE -  Standard","Seal Gasket - BLUE -  Standard",0,"Non-Inventory","Single",,"F4S000150","Yes","","","","","","","","","","",2.5,,"Sales","Cost of goods sold","","Seal Gasket - BLUE -  Standard","Seal Gasket - BLUE -  Standard",
"Seal Master MFC-48","Seal Master MFC-48",0,"Non-Inventory","Single","Bearings","MFC-48","No","","","","","","","","","","",910,682.2,"Services","Purchases","","Four-Bolt Piloted Flange Ball Bearing Unit - 3 in Bore, 4-Bolt Piloted Flange, Set Screw Locking, Cast Iron Housing Material, Non-Expansion Bearing (Fixed), Medium Duty, Felt Labyrinth Seal Seal","Four-Bolt Piloted Flange Ball Bearing Unit - 3 in Bore, 4-Bolt Piloted Flange, Set Screw Locking, Cast Iron Housing Material, Non-Expansion Bearing (Fixed), Medium Duty, Felt Labyrinth Seal Seal",
"Seal-","Seal-",0,"Non-Inventory","Single",,,"No","","","","","","","","","","",,,"Services","Purchases","",,,
"Sensor/actuator cable, SAC-5P-10,0-115/M12FR, 1509597","Sensor/actuator cable, SAC-5P-10,0-115/M12FR, 1509597",0,"Non-Inventory","Single",,"1509597","No","","","","","","","","","","",,,"Services","Purchases","","Sensor/actuator cable, 5-position, PUR halogen-free, black-gray RAL 7021, free cable end, on Socket angled M12, coding: A, cable length: 10 m","Sensor/actuator cable, 5-position, PUR halogen-free, black-gray RAL 7021, free cable end, on Socket angled M12, coding: A, cable length: 10 m",
"Service Stairs for Jet Bridge","Service Stairs for Jet Bridge",0,"Non-Inventory","Single",,"2125368.1","No","","","","","","","","","","",,,"Services","Purchases","","STAIR 23 TREAD 2125368.1","STAIR 23 TREAD 2125368.1",
"Services","Services",0,"Service","Single",,,"No","","","","","","","","","","",,,"Services","","",,,
"Shaft  1 - 7/16""","Shaft  1 - 7/16""",0,"Non-Inventory","Single","Shaft","SH1.438C45KEYX10","Yes","","","","","","","","","","",18.48,14.47,"Services","Purchases","","1-7/16"" DIA C1045 TGP TRUKEY SHAFTING, 3/8"" X 3/16"" KEYWAY 
5 BARS X 10 FT MIN LENGTH","1-7/16"" DIA C1045 TGP TRUKEY SHAFTING, 3/8"" X 3/16"" KEYWAY 
5 BARS X 10 FT MIN LENGTH",
"Shaft, Encoder Mount Pusher","Shaft, Encoder Mount Pusher",0,"Non-Inventory","Single",,"802440","No","","","","","","","","","","",408,305.75,"Services","Purchases","","802440","802440",
"Shelco Filter","Shelco Filter",0,"Non-Inventory","Single",,"FOS786","No","","","","","","","","","","",342.13,242.13,"Services","Purchases","","Shelco 304 SS Filter Housing, for 9¾”H cartridges, ¾” fnpt","Shelco 304 SS Filter Housing, for 9¾”H cartridges, ¾” fnpt",
"Shipping","Shipping",0,"Service","Single",,,"Yes","","","","","","","","","","",,,"Services","Purchases","",,,
"Short Arm Belt, 802441","Short Arm Belt, 802441",0,"Non-Inventory","Single",,"802441","No","","","","","","","","","","",1764,1322.45,"Services","Purchases","","14mm Pitch, 120 Wide x 966 Long","802441",
"Silicone Gasket 381007B 42RX-PX 3/4"" GASKET CLAMP SILICONE","Silicone Gasket 381007B 42RX-PX 3/4"" GASKET CLAMP SILICONE",0,"Non-Inventory","Single",,"F4S001100","Yes","","","","","","","","","","",150,,"Sales","Cost of goods sold","","Silicone Gasket 381007B 42RX-PX 3/4"" GASKET CLAMP SILICONE","Silicone Gasket 381007B 42RX-PX 3/4"" GASKET CLAMP SILICONE",
"Single Pin Clamp 304 or 316 Stainless Steel","Single Pin Clamp 304 or 316 Stainless Steel",0,"Non-Inventory","Single",,"F4S000400","Yes","","","","","","","","","","",2.69,,"Sales","Cost of goods sold","","Single Pin Clamp 304 or 316 Stainless Steel","Single Pin Clamp 304 or 316 Stainless Steel",
"Sleeve","Sleeve",0,"Non-Inventory","Single",,,"No","","","","","","","","","","",,,"Services","Purchases","",,,
"Sleeve-","Sleeve-",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",,,"Services","","",,,
"Smart Motor Controller, 150-C19NBD","Smart Motor Controller, 150-C19NBD",0,"Non-Inventory","Single",,"150-C19NBD","No","","","","","","","","","","",647.5,518,"Services","Purchases","","19A,480V, 3 Phase, 50/60Hz,100...240V AC,Open","19A,480V, 3 Phase, 50/60Hz,100...240V AC,Open",
"Smooth Top Belt, B101001440, 34 inch","Smooth Top Belt, B101001440, 34 inch",0,"Non-Inventory","Single","Belt","B101001440","No","","","","","","","","","","",17.05,13.64,"Services","Purchases","","34 inch wide BLK PVC150 Open ends","34 inch wide BLK PVC150 Open ends",
"Smooth Top Belt, B101001440, 36 inch","Smooth Top Belt, B101001440, 36 inch",0,"Non-Inventory","Single","Belt","B101001440","No","","","","","","","","","","",17.56,14.39,"Services","Purchases","","36in Wide Open Ends","36in Wide Open Ends",
"Somfy LT60 6100R2","Somfy LT60 6100R2",0,"Non-Inventory","Single",,"1166038","No","","","","","","","","","","",694.51,555.61,"Services","Purchases","","100 Nm (880.3 in Lbs) 14 rpm 120 V motor","100 Nm (880.3 in Lbs) 14 rpm 120 V motor",
"Specifications","Specifications",0,"Non-Inventory","Single",,"F4S001203","Yes","","","","","","","","","","",399.99,,"Sales of Product Income","Cost of goods sold","","Specifications:","Specifications:",
"Spherical Roller Bearing, SB-22207-W33-SS","Spherical Roller Bearing, SB-22207-W33-SS",0,"Non-Inventory","Single","Bearings","SB-22207-W33-SS","No","","","","","","","","","","",172.49,113.8,"Services","Purchases","","35 mm ID, 72 mm OD, 23 mm Width, Straight Bore, Sealed
Customer item: M10473","35 mm ID, 72 mm OD, 23 mm Width, Straight Bore, Sealed
Customer item: M10473",
"Spherical Roller Bearing, SB22210SS","Spherical Roller Bearing, SB22210SS",0,"Non-Inventory","Single","Bearings","SB22210SS","No","","","","","","","","","","",225.49,146.5,"Services","Purchases","","50 mm ID, 90 mm OD, 23 mm Width, Straight Bore, Sealed.
Customer item: M13016","50 mm ID, 90 mm OD, 23 mm Width, Straight Bore, Sealed.
Customer item: M13016",
"Sprocket SPR 50B27, 1027281","Sprocket SPR 50B27, 1027281",0,"Non-Inventory","Single",,"1027281","No","","","","","","","","","","",30,25.5,"Services","Purchases","","23 A TF","23 A TF",
"Sprocket, 2080-A36 SS","Sprocket, 2080-A36 SS",0,"Non-Inventory","Single","Sprocket","2080-A36","No","","","","","","","","","","",345.99,275,"Services","Purchases","","Double Pitch Stainless Steel
Customer item:M13015","Double Pitch Stainless Steel
Customer item:M13015",
"Spur Gear 20 DP, 16 Teeth","Spur Gear 20 DP, 16 Teeth",0,"Non-Inventory","Single",,,"No","","","","","","","","","","",20.99,,"Services","","","0.900 OD, 20° PA
Customer Item: SL-D6-005A",,
"Spur Gear 32 Pitch, 12 Teeth","Spur Gear 32 Pitch, 12 Teeth",0,"Non-Inventory","Single","Spur Gear","F4S001400","No","","","","","","","","","","",25.99,,"Clearly Better Business Checking (7248) - 1","","","1/4 inch Bore Diameter, 20° Pressure Angle.
Customer Item# M6194",,
"Spur Gear, NSS1045 SS","Spur Gear, NSS1045 SS",0,"Non-Inventory","Single","Spur Gear","NSS1045","No","","","","","","","","","","",309.99,172.8,"Services","Purchases","","10 DP, 14.5 PA, 45 Teeth, 1 inch Face, 0.8750 inch Bore, Minimum Plain Bore, Material: Stainless Steel
Customer item: M19218","10 DP, 14.5 PA, 45 Teeth, 1 inch Face, 0.8750 inch Bore, Minimum Plain Bore, Material: Stainless Steel
Customer item: M19218",
"Staco Energy Variable 3PN1510BV","Staco Energy Variable 3PN1510BV",0,"Non-Inventory","Single",,"3PN1510BV","No","","","","","","","","","","",2119.99,1589.5,"Services","Purchases","","140VAC Receptacle Output 15A (2.1kVA) Constant Current Variable Transformer Input Plug, 6' Cord","140VAC Receptacle Output 15A (2.1kVA) Constant Current Variable Transformer Input Plug, 6' Cord",
"Stainless Steel Ball Bearing ( SS, ø1-5/8""OD x ¾ ""ID x 7 / 1 6 "" W )","Stainless Steel Ball Bearing ( SS, ø1-5/8""OD x ¾ ""ID x 7 / 1 6 "" W )",0,"Non-Inventory","Single",,"F4S000603","Yes","","","","","","","","","","",11.99,,"Sales","Cost of goods sold","","Stainless Steel Ball Bearing ( SS, ø1-5/8""OD x ¾ ""ID x 7 / 1 6 "" W )","Stainless Steel Ball Bearing ( SS, ø1-5/8""OD x ¾ ""ID x 7 / 1 6 "" W )",
"Stainless Steel Ball Bearing (1-7/8""OD x 7/8""ID x ½""W)","Stainless Steel Ball Bearing (1-7/8""OD x 7/8""ID x ½""W)",0,"Non-Inventory","Single",,"F4S000602","Yes","","","","","","","","","","",16.5,,"Sales","Cost of goods sold","","Specifications:


1/2"" Outer Race Width; 2 Seals; ABEC 1 | ISO P0; No Filling Slot; No Snap Ring; C0-Medium Internal Clearance; Stainless Steel Cage","Specifications:


1/2"" Outer Race Width; 2 Seals; ABEC 1 | ISO P0; No Filling Slot; No Snap Ring; C0-Medium Internal Clearance; Stainless Steel Cage",
"Stainless Steel Ball Bearing (Ø1.375""OD X .625""ID X 11/32""W)","Stainless Steel Ball Bearing (Ø1.375""OD X .625""ID X 11/32""W)",0,"Non-Inventory","Single",,"F4S000600","Yes","","","","","","","","","","",12.99,,"Sales of Product Income","Cost of goods sold","","Specifications:","Specifications:",
"Stainless Steel Ball Bearing (ø2¼""OD x 1¼""ID x ½""W)","Stainless Steel Ball Bearing (ø2¼""OD x 1¼""ID x ½""W)",0,"Non-Inventory","Single",,"F4S000601","Yes","","","","","","","","","","",18.99,,"Sales of Product Income","Cost of goods sold","","Specifications:


2 Seals; ABEC 1 | ISO P0; No Filling Slot; No Snap Ring; C0-Medium Internal Clearance; Stainless Steel Cage","Specifications:


2 Seals; ABEC 1 | ISO P0; No Filling Slot; No Snap Ring; C0-Medium Internal Clearance; Stainless Steel Cage",
"Stainless Steel, 2080 w/Attach A1 Every Link, 330”","Stainless Steel, 2080 w/Attach A1 Every Link, 330”",0,"Non-Inventory","Single","Chain","41571","No","","","","","","","","","","",1179.99,985.045,"Services","Purchases","","330""Lg; Db Pitch; PreStretched+Matched
Customer item: M10104","C2080HSS A1 EVP 163P + OL + CL",
"Stainless Steel, 2080 w/Attach A1 Every Link, 336”","Stainless Steel, 2080 w/Attach A1 Every Link, 336”",0,"Non-Inventory","Single","Chain",,"No","","","","","","","","","","",,,"Services","Purchases","","336""Lg; Db Pitch; PreStretched+Matched
Customer item: M7004","336""Lg; Db Pitch; PreStretched+Matched",
"Standard Abrasives  Quick Change Surface Conditioning Disc","Standard Abrasives  Quick Change Surface Conditioning Disc",0,"Non-Inventory","Single","ABRASIVE","F4S000301","Yes","","","","","","","","","","",0.85,,"Sales of Product Income","Cost of goods sold","","2"" - Nonwoven  A/O ; Course Grade 

 ","Specifications:


 ",
"Standard Hand Socket, 1/2"" Drive, 19.00 mm Socket, 12-Point","Standard Hand Socket, 1/2"" Drive, 19.00 mm Socket, 12-Point",0,"Non-Inventory","Single",,"39935853","No","","","","","","","","","","",,,"Services","Purchases","","Chrome Finish","Chrome Finish",
"Standard Hand Socket, 1/2"" Drive, 24.00 mm Socket, 12-Point","Standard Hand Socket, 1/2"" Drive, 24.00 mm Socket, 12-Point",0,"Non-Inventory","Single",,"39956149","No","","","","","","","","","","",,,"Services","Purchases","","Chrome Finish","Chrome Finish",
"Standard Roller Chain 2080","Standard Roller Chain 2080",0,"Non-Inventory","Single","Chain","802402","No","","","","","","","","","","",685.99,220,"Services","Purchases","","14-1/2ft Long 2 inch Pitch","14-1/2ft Long 2 inch Pitch",
"Start (Black & Grey)","Start (Black & Grey)",0,"Non-Inventory","Single",,"F4S000204","Yes","","","","","","","","","","",3.99,,"Sales of Product Income","Cost of goods sold","","Specifications:","Specifications:",
"Steel Iron Rebar","Steel Iron Rebar",0,"Service","Single",,,"Yes","","","","","","","","","","",,,"Services","","",,,
"Stock Bore Sprocket, 50B18 SS","Stock Bore Sprocket, 50B18 SS",0,"Non-Inventory","Single","Spur Gear","50B18","No","","","","","","","","","","",86.99,63.5,"Services","Purchases","","50 / 5/8 in, 18 Teeth, 0.6250 in Stock Bore, Stainless Steel Material
Customer item: M19244","50 / 5/8 in, 18 Teeth, 0.6250 in Stock Bore, Stainless Steel Material",
"Strap, 1 inch X 13 inch","Strap, 1 inch X 13 inch",0,"Non-Inventory","Single",,"3100000","No","","","","","","","","","","",6,2.5,"Services","Purchases","","Webbing with 1 inch loop on one end and captivated on other, Black","Webbing with 1 inch loop on one end and captivated on other, Black",
"Stronghold[Reg] M75 Steel Phosphate Finish DSH (DIN 471 Shaft) External Retaining Ring # 75","Stronghold[Reg] M75 Steel Phosphate Finish DSH (DIN 471 Shaft) External Retaining Ring # 75",0,"Non-Inventory","Single",,"35359","No","","","","","","","","","","",1.7,1.7,"Services","Purchases","","35359","35359",
"Sumitomo Drive Technologies CNHX-6105Y-29","Sumitomo Drive Technologies CNHX-6105Y-29",0,"Service","Single",,"CNHX-6105Y-29","No","","","","","","","","","","",2699.99,2250,"Services","Purchases","","CNHX-6105Y-29 Inline Speed Reducer - 29:1 Ratio, 5/8 in Input Size, C-Face Input Type, 1-1/8 in Output Shaft Diameter, Single Reduction","CNHX-6105Y-29 Inline Speed Reducer - 29:1 Ratio, 5/8 in Input Size, C-Face Input Type, 1-1/8 in Output Shaft Diameter, Single Reduction",
"Sumitomo Drive Technologies PA059470","Sumitomo Drive Technologies PA059470",0,"Non-Inventory","Single","Reducer","CNHX-6125Y-29","No","","","","","","","","","","",,2256.3,"Services","Purchases","","CNHX-6125Y-29, 182TC","CNHX-6125Y-29, 182TC",
"Super HC Powerband V-Belt, 3VX355","Super HC Powerband V-Belt, 3VX355",0,"Non-Inventory","Single",,"3VX355","No","","","","","","","","","","",,,"Services","Purchases","","3VX, 3/8 in Top Width, 3 Strand, 35.50 in Nominal Outside Length","3VX, 3/8 in Top Width, 3 Strand, 35.50 in Nominal Outside Length",
"Super HC V-Belt 3VX500","Super HC V-Belt 3VX500",0,"Non-Inventory","Single",,"3VX500","No","","","","","","","","","","",,,"Services","Purchases","","3VX, 3/8 in Top Width, 1 Strand, 50 in Nominal Outside Length","3VX, 3/8 in Top Width, 1 Strand, 50 in Nominal Outside Length",
"Super HC V-Belt 3VX600","Super HC V-Belt 3VX600",0,"Non-Inventory","Single",,"3VX600","No","","","","","","","","","","",,,"Services","Purchases","","3VX, 3/8 in Top Width, 1 Strand, 60 in Nominal Outside Length","3VX, 3/8 in Top Width, 1 Strand, 60 in Nominal Outside Length",
"Super HC V-Belt 3VX750","Super HC V-Belt 3VX750",0,"Non-Inventory","Single",,"3VX750","No","","","","","","","","","","",,,"Services","Purchases","","3VX, 3/8 in Top Width, 1 Strand, 75 in Nominal Outside Length","3VX, 3/8 in Top Width, 1 Strand, 75 in Nominal Outside Length",
"Super HC V-Belt, 3VX265","Super HC V-Belt, 3VX265",0,"Non-Inventory","Single",,"3VX265","Yes","","","","","","","","","","",,,"Services","Purchases","","3VX, 3/8 in Top Width, 1 Strand, 26.50 in Nominal Outside Length","3VX, 3/8 in Top Width, 1 Strand, 26.50 in Nominal Outside Length",
"Super HC V-Belt, 3VX280","Super HC V-Belt, 3VX280",0,"Non-Inventory","Single",,"3VX280","No","","","","","","","","","","",,,"Services","Purchases","","3VX, 3/8 in Top Width, 2 Strand, 28 in Nominal Outside Length","3VX, 3/8 in Top Width, 2 Strand, 28 in Nominal Outside Length",
"Super HC V-Belt, 3VX425","Super HC V-Belt, 3VX425",0,"Non-Inventory","Single",,"3VX425","No","","","","","","","","","","",,,"Services","Purchases","","3VX, 3/8 in Top Width, 1 Strand, 42.50 in Nominal Outside Length","3VX, 3/8 in Top Width, 1 Strand, 42.50 in Nominal Outside Length",
"Super HC V-Belt, 3VX475","Super HC V-Belt, 3VX475",0,"Non-Inventory","Single",,"3VX475","No","","","","","","","","","","",,,"Services","Purchases","","3VX, 3/8 in Top Width, 1 Strand, 47.50 in Nominal Outside Length","3VX, 3/8 in Top Width, 1 Strand, 47.50 in Nominal Outside Length",
"Super HC V-Belt, 3VX530","Super HC V-Belt, 3VX530",0,"Non-Inventory","Single",,"3VX530","No","","","","","","","","","","",,,"Services","Purchases","","3VX, 3/8 in Top Width, 1 Strand, 53 in Nominal Outside Length","3VX, 3/8 in Top Width, 1 Strand, 53 in Nominal Outside Length",
"Supper Sturdy Lift Sling Straps, 2 Pack 2”x15FT","Supper Sturdy Lift Sling Straps, 2 Pack 2”x15FT",0,"Non-Inventory","Single",,"2 Pack 2”x15FT","No","","","","","","","","","","",,,"Services","","",,,
"Surcharge","Surcharge",0,"Non-Inventory","Single",,,"No","","","","","","","","","","",,,"Services","Purchases","",,,
"Surge Suppressor, CSMB203N4S6X2","Surge Suppressor, CSMB203N4S6X2",0,"Non-Inventory","Single",,"CSMB203N4S6X2","No","","","","","","","","","","",2671.05,2136.84,"Services","Purchases","","480V DELTA, 200KA, FILTER, N4X SPECPRO 7 MODE","480V DELTA, 200KA, FILTER, N4X SPECPRO 7 MODE",
"Swann Add-On DVR Bullet Security Camera System with Sensor Spotlight","Swann Add-On DVR Bullet Security Camera System with Sensor Spotlight",0,"Non-Inventory","Single",,,"No","","","","","","","","","","",,,"Services","Purchases","","1080p Full HD Video, Indoor or Outdoor Design, Dusk to Dawn Color Night Vision Plus True Detect™ Heat and Motion Detection","1080p Full HD Video, Indoor or Outdoor Design, Dusk to Dawn Color Night Vision Plus True Detect™ Heat and Motion Detection",
"Swann Security Camera, 1080p DVR Bullet Surveillance Cameras with 1TB HDD","Swann Security Camera, 1080p DVR Bullet Surveillance Cameras with 1TB HDD",0,"Non-Inventory","Single",,,"No","","","","","","","","","","",,,"Services","Purchases","","8 Channel 8 Cam, Indoor Outdoor Wired Surveillance Camera, Color Night Vision, Heat Motion Detection, LEDs","8 Channel 8 Cam, Indoor Outdoor Wired Surveillance Camera, Color Night Vision, Heat Motion Detection, LEDs",
"Sylvania 25322 High Output Standard Fluorescent Lamp, F30T12/CW/HO","Sylvania 25322 High Output Standard Fluorescent Lamp, F30T12/CW/HO",0,"Non-Inventory","Single",,"F30T12/CW/HO","No","","","","","","","","","","",99.48,22.61,"Services","Purchases","","42 W, Recessed Double Contact Linear Fluorescent Lamp, T12, 2250 Lumens","42 W, Recessed Double Contact Linear Fluorescent Lamp, T12, 2250 Lumens",
